"Payment_Behaviour","Outstanding_Debt","Amount_invested_monthly","Num_of_Delayed_Payment","Interest_Rate","Total_EMI_per_month","Payment_of_Min_Amount","Monthly_Balance","Num_Bank_Accounts","Num_Credit_Inquiries","Annual_Income","Num_of_Loan","Num_Credit_Card","Changed_Credit_Limit","Age","Monthly_Inhand_Salary","Credit_Utilization_Ratio","Credit_Score","Credit_History_Age","Delay_from_due_date"
"High_spent_Large_value_payments",605.03,218.904343533887,4,6,18.8162145731289,"No",356.07810855965,2,2,34847.84,1,4,5.42,28,3037.98666666667,32.9338562936222,"Good",326,3
"High_spent_Small_value_payments",1303.01,168.413702679309,8,8,246.992319453742,"No",1043.31597786695,1,3,143162.64,3,5,7.1,34,12187.22,28.6167348230068,"Good",213,5
"High_spent_Small_value_payments",1303.01,232.860383759935,6,8,246.992319453742,"No",998.869296786323,1,3,143162.64,3,5,7.1,34,12187.22,41.7025734239391,"Good",214,13
"High_spent_Small_value_payments",1303.01,260.491131293665,7,8,246.992319453742,"No",715.741367403555,1,3,143162.64,3,5,7.1,34,12187.22,26.5198153915465,"Good",215,8
"High_spent_Small_value_payments",1303.01,825.216269939392,5,8,246.992319453742,"No",426.513410606866,1,3,143162.64,3,5,7.1,34,12187.22,39.5016481081273,"Good",215,8
"High_spent_Small_value_payments",1303.01,430.94752788033,5,8,246.992319453742,"No",810.782152665928,1,3,143162.64,3,5,7.1,34,12187.22,31.376149574212,"Good",217,10
"High_spent_Small_value_payments",1303.01,257.80809942569,6,8,246.992319453742,"No",963.921581120568,1,3,143162.64,3,5,7.1,34,12187.22,39.7839934580212,"Good",218,8
"High_spent_Small_value_payments",1303.01,263.174163161639,6,8,246.992319453742,"No",968.555517384619,1,3,143162.64,3,5,7.1,34,12187.22,38.0686236276986,"Standard",219,8
"High_spent_Small_value_payments",1303.01,260.491131293665,6,8,246.992319453742,"No",895.494583180492,1,3,143162.64,3,5,7.1,34,12187.22,38.3747529477851,"Standard",220,8
"Low_spent_Large_value_payments",632.46,81.2288587107362,6,4,16.4154516598249,"No",433.604772962772,2,4,30689.89,1,5,1.99,55,2612.49083333333,26.5442287240731,"Standard",207,0
"Low_spent_Large_value_payments",632.46,124.881819902348,3,4,16.4154516598249,"No",409.95181177116,2,4,30689.89,1,5,1.99,55,2612.49083333333,35.2799817790085,"Standard",208,5
"Low_spent_Large_value_payments",632.46,83.406508802525,9,4,16.4154516598249,"NM",411.427122870983,2,4,30689.89,1,5,1.99,55,2612.49083333333,32.3011634318025,"Standard",209,3
"Low_spent_Large_value_payments",632.46,272.334037395668,6,4,16.4154516598249,"No",262.49959427784,2,4,30689.89,1,5,1.99,55,2612.49083333333,38.1323481925701,"Standard",210,7
"Low_spent_Large_value_payments",632.46,84.9528481711597,6,4,16.4154516598249,"No",359.374915507764,2,4,30689.89,1,5,1.99,55,2612.49083333333,41.1543165469695,"Standard",211,5
"Low_spent_Large_value_payments",632.46,84.9528481711597,6,4,16.4154516598249,"No",419.880783502349,2,4,30689.89,1,5,1.99,55,2612.49083333333,27.4454217928553,"Standard",212,5
"Low_spent_Large_value_payments",632.46,71.2836748828693,6,4,16.4154516598249,"No",443.549956790639,2,4,30689.89,1,5,1.99,55,2612.49083333333,26.0563952785716,"Standard",213,5
"Low_spent_Large_value_payments",632.46,125.617250532313,9,4,16.4154516598249,"No",379.216381141196,2,4,30689.89,1,5,1.99,55,2612.49083333333,27.3325149275542,"Standard",214,4
"High_spent_Medium_value_payments",943.86,276.725394317363,12,5,0,"Yes",288.605522349304,7,4,35547.71,0,5,2.58,21,2853.30916666667,39.7977642319992,"Standard",368,5
"High_spent_Medium_value_payments",943.86,74.4436410499962,12,5,0,"NM",460.88727561667,7,4,35547.71,0,5,2.58,21,2853.30916666667,27.0203602538969,"Standard",369,9
"High_spent_Medium_value_payments",943.86,173.138651001584,12,5,0,"Yes",392.192265665083,7,4,35547.71,0,5,2.58,21,2853.30916666667,23.462303036448,"Standard",370,5
"High_spent_Medium_value_payments",943.86,96.7854850858744,15,5,0,"Yes",438.545431580792,7,4,35547.71,0,5,2.58,21,2853.30916666667,28.9249537780986,"Standard",371,1
"High_spent_Medium_value_payments",943.86,62.7232783443501,17,5,0,"Yes",482.607638322317,7,4,35547.71,0,5,2.58,21,2853.30916666667,41.7761871505572,"Standard",372,9
"High_spent_Medium_value_payments",943.86,37.64363788964,15,5,0,"Yes",497.687278777027,7,4,35547.71,0,5,2.58,21,2853.30916666667,29.2175563266884,"Standard",373,5
"High_spent_Medium_value_payments",943.86,181.011982731589,15,5,0,"Yes",394.318933935077,7,4,35547.71,0,5,2.58,21,2853.30916666667,26.2638226921302,"Standard",374,10
"High_spent_Medium_value_payments",943.86,181.330900961869,15,5,0,"Yes",364.000015704798,7,4,35547.71,0,5,2.58,21,2853.30916666667,25.8629224743216,"Standard",375,1
"Low_spent_Large_value_payments",548.2,98.6744099416612,10,8,0,"No",740.196090058339,4,2,73928.46,0,5,10.14,31,5988.705,39.962685013639,"Good",384,12
"Low_spent_Large_value_payments",548.2,172.939214468756,7,8,0,"NM",705.931285531244,4,2,73928.46,0,5,10.14,31,5988.705,42.7698644032571,"Good",384,8
"Low_spent_Large_value_payments",548.2,150.059734298008,7,8,0,"No",698.810765701992,4,2,73928.46,0,5,10.14,31,5988.705,40.7121865299296,"Good",384,8
"Low_spent_Large_value_payments",548.2,618.202391250584,7,8,0,"No",270.668108749417,4,2,73928.46,0,5,10.14,31,5988.705,30.2016577058093,"Good",386,8
"Low_spent_Large_value_payments",548.2,177.951835686087,7,8,0,"No",690.918664313913,4,2,73928.46,0,5,10.14,31,5988.705,26.333310426871,"Good",387,11
"Low_spent_Large_value_payments",548.2,235.79032503182,7,8,0,"No",633.08017496818,4,2,73928.46,0,5,10.14,31,5988.705,35.2754365244368,"Good",387,7
"Low_spent_Large_value_payments",548.2,348.509399512595,4,8,0,"No",510.361100487405,4,2,73928.46,0,5,10.14,31,5988.705,36.6247912618376,"Standard",389,8
"Low_spent_Large_value_payments",548.2,42.6355902518958,7,8,0,"No",796.234909748104,4,2,73928.46,0,5,10.14,31,5988.705,31.5809896683177,"Good",390,8
"High_spent_Large_value_payments",352.16,378.171253520754,3,8,911.220179345937,"NM",858.462474411158,0,2,131313.4,2,1,9.34,34,10469.2077593888,32.2005089953919,"Good",367,0
"High_spent_Large_value_payments",352.16,698.873270716938,2,8,911.220179345937,"No",547.760457214973,0,4,131313.4,2,1,9.34,34,10469.2077593888,31.9837100075587,"Good",368,0
"High_spent_Large_value_payments",352.16,188.064321099738,3,8,911.220179345937,"NM",1038.56940683217,0,4,131313.4,2,1,9.34,34,10469.2077593888,31.8031344950923,"Good",369,0
"High_spent_Large_value_payments",352.16,337.434956317383,2,8,911.220179345937,"No",899.198771614528,0,4,131313.4,2,1,9.34,34,10469.2077593888,42.6457848993063,"Good",370,0
"High_spent_Large_value_payments",352.16,263.378908932055,4,8,911.220179345937,"No",963.254818999856,0,4,131313.4,2,1,9.34,34,10469.2077593888,40.9025171504516,"Good",371,0
"High_spent_Large_value_payments",352.16,86.5663880120753,3,8,911.220179345937,"No",1140.06733991984,0,4,131313.4,2,1,9.34,34,10469.2077593888,41.9801696105494,"Standard",372,0
"High_spent_Large_value_payments",352.16,930.391897779666,2,8,911.220179345937,"No",326.241830152245,0,4,131313.4,2,1,9.34,34,10469.2077593888,26.9475651522399,"Good",373,0
"High_spent_Large_value_payments",352.16,870.52238171816,2,8,911.220179345937,"No",396.111346213752,0,4,131313.4,2,1,9.34,34,10469.2077593888,29.1879126541667,"Good",374,0
"Low_spent_Large_value_payments",1704.18,162.441009196775,11,15,70.4783326720726,"NM",298.192158131152,8,5,34081.38,3,7,17.13,30,2611.115,24.4480627462555,"Poor",176,30
"Low_spent_Large_value_payments",1704.18,38.4369827577036,14,15,70.4783326720726,"Yes",392.196184570224,8,5,34081.38,3,7,17.13,30,2611.115,35.171160021263,"Poor",176,30
"Low_spent_Large_value_payments",1704.18,199.720765495498,14,15,70.4783326720726,"Yes",260.91240183243,8,5,34081.38,3,7,17.13,30,2611.115,35.1115524719659,"Poor",177,31
"Low_spent_Large_value_payments",1704.18,220.552191929167,14,15,70.4783326720726,"Yes",260.08097539876,8,5,34081.38,3,7,17.13,30,2611.115,29.7621593063211,"Poor",178,34
"Low_spent_Large_value_payments",1704.18,108.950394918017,14,15,70.4783326720726,"Yes",397.22835473702,8,5,34081.38,3,7,17.13,30,2611.115,30.2062142226109,"Standard",179,27
"Low_spent_Large_value_payments",1704.18,108.950394918017,14,15,70.4783326720726,"Yes",410.674366078287,8,5,34081.38,3,7,17.13,30,2611.115,31.1708723209611,"Standard",180,30
"Low_spent_Large_value_payments",1704.18,55.4597806392589,11,15,70.4783326720726,"NM",395.173386688668,8,5,34081.38,3,7,17.13,30,2611.115,38.4385050840649,"Standard",181,30
"Low_spent_Large_value_payments",1704.18,29.3263637109145,14,15,70.4783326720726,"Yes",411.306803617013,8,9,34081.38,3,7,17.13,30,2611.115,33.823488344121,"Poor",182,30
"High_spent_Small_value_payments",1377.74,215.193515945604,11,7,226.892791921543,"No",802.300442132853,2,3,114838.41,3,5,8.24,23,9843.8675,33.6645542907727,"Good",256,13
"High_spent_Small_value_payments",1377.74,212.235602208478,8,7,226.892791921543,"NM",785.258355869979,2,3,114838.41,3,5,8.24,23,9843.8675,27.6263254867696,"Good",257,14
"High_spent_Small_value_payments",1377.74,470.385795679637,11,7,226.892791921543,"NM",547.10816239882,2,3,114838.41,3,5,8.24,23,9843.8675,35.1415673018604,"Good",258,11
"High_spent_Small_value_payments",1377.74,225.08204945419,14,7,226.892791921543,"No",772.411908624267,2,8,114838.41,3,5,8.24,23,9843.8675,30.4590318418306,"Good",259,11
"High_spent_Small_value_payments",1377.74,649.809364184164,11,7,226.892791921543,"No",367.684593894293,2,8,114838.41,3,5,8.24,23,9843.8675,29.819186633421,"Standard",260,11
"High_spent_Small_value_payments",1377.74,546.380570523069,14,7,226.892791921543,"NM",491.113387555388,2,8,114838.41,3,5,8.24,23,9843.8675,26.1142138689496,"Good",261,13
"High_spent_Small_value_payments",1377.74,215.468297738569,14,7,226.892791921543,"No",792.025660339888,2,8,114838.41,3,5,8.24,23,9843.8675,31.7675156469711,"Good",262,11
"High_spent_Small_value_payments",1377.74,254.571767248379,11,7,226.892791921543,"No",742.922190830078,2,8,114838.41,3,5,8.24,23,9843.8675,27.8133536403753,"Standard",263,11
"Low_spent_Small_value_payments",421.43,154.352781097101,0,12,46.6161290733421,"NM",341.55442316289,1,2,31370.8,2,6,5.76,44,2825.23333333333,29.5193525571393,"Good",318,4
"Low_spent_Small_value_payments",421.43,298.744469311227,0,12,46.6161290733421,"No",227.162734948765,1,2,31370.8,2,6,5.76,44,2825.23333333333,28.2204809569856,"Good",318,2
"Low_spent_Small_value_payments",421.43,140.820695981837,0,12,46.6161290733421,"No",375.086508278154,1,5,31370.8,2,6,5.76,44,2825.23333333333,31.0464179051199,"Good",319,2
"Low_spent_Small_value_payments",421.43,233.605526423343,0,12,46.6161290733421,"No",292.301677836648,1,5,31370.8,2,6,5.76,44,2825.23333333333,30.1680304036694,"Good",320,1
"Low_spent_Small_value_payments",421.43,184.700571620577,0,12,46.6161290733421,"No",341.206632639414,1,5,31370.8,2,6,5.76,44,2825.23333333333,25.1892317318333,"Good",321,1
"Low_spent_Small_value_payments",421.43,137.717424895126,0,12,46.6161290733421,"No",378.189779364865,1,5,31370.8,2,6,5.76,44,2825.23333333333,25.5024685502457,"Good",321,1
"Low_spent_Small_value_payments",421.43,188.394900490169,2,12,46.6161290733421,"No",337.512303769822,1,5,31370.8,2,6,5.76,44,2825.23333333333,22.7622021727326,"Good",323,1
"Low_spent_Small_value_payments",421.43,252.644827196889,2,12,46.6161290733421,"No",273.262377063102,1,5,31370.8,2,6,5.76,44,2825.23333333333,37.56505276772,"Good",324,1
"High_spent_Large_value_payments",1328.93,117.306697106586,20,20,65.0081742865154,"NM",362.545711940232,5,4,33751.27,3,5,11,40,2948.60583333333,37.0890756454399,"Standard",230,16
"High_spent_Large_value_payments",1328.93,70.1310779208798,20,20,65.0081742865154,"Yes",399.721331125938,5,4,33751.27,3,5,11,40,2948.60583333333,30.9080806334676,"Standard",231,16
"High_spent_Large_value_payments",1328.93,270.182582221515,20,20,65.0081742865154,"Yes",229.669826825303,5,8,33751.27,3,5,11,40,2948.60583333333,38.0307216803932,"Standard",232,16
"High_spent_Large_value_payments",1328.93,25.1925619103147,22,20,65.0081742865154,"Yes",444.659847136503,5,8,33751.27,3,5,11,40,2948.60583333333,23.4044127769876,"Standard",233,17
"High_spent_Large_value_payments",1328.93,243.329684795306,20,20,65.0081742865154,"Yes",276.522724251512,5,8,33751.27,3,5,11,40,2948.60583333333,29.0737581822457,"Standard",234,16
"High_spent_Large_value_payments",1328.93,72.8600818128946,20,20,65.0081742865154,"Yes",406.992327233923,5,8,33751.27,3,5,11,40,2948.60583333333,32.7826367265352,"Standard",235,16
"High_spent_Large_value_payments",1328.93,35.4271695416837,20,20,65.0081742865154,"Yes",444.425239505134,5,8,33751.27,3,5,11,40,2948.60583333333,35.5840050498084,"Standard",236,16
"High_spent_Large_value_payments",1328.93,25.9696119147785,17,20,65.0081742865154,"Yes",443.882797132039,5,8,33751.27,3,5,11,40,2948.60583333333,31.1394835849363,"Standard",236,16
"High_spent_Large_value_payments",950.36,98.9317640206701,0,1,135.173370971718,"No",732.563531674279,3,3,88640.24,2,6,3.51,33,7266.68666666667,28.2106172114446,"Standard",305,4
"High_spent_Large_value_payments",950.36,157.174788304235,2,1,135.173370971718,"NM",674.320507390714,3,3,88640.24,2,6,3.51,33,7266.68666666667,41.0361682823506,"Good",306,4
"High_spent_Large_value_payments",950.36,298.18891146248,0,1,135.173370971718,"No",543.306384232469,3,3,88640.24,2,6,3.51,33,7266.68666666667,34.6701943792277,"Standard",307,4
"High_spent_Large_value_payments",950.36,164.074821877911,2,1,135.173370971718,"No",86.6361198290163,3,3,88640.24,2,6,3.51,33,7266.68666666667,31.8285355748466,"Standard",308,4
"High_spent_Large_value_payments",950.36,279.618622077724,2,1,135.173370971718,"No",561.876673617225,3,3,88640.24,2,6,3.51,33,7266.68666666667,34.7028369279471,"Good",309,4
"High_spent_Large_value_payments",950.36,686.126216595184,0,1,135.173370971718,"No",195.369079099766,3,3,88640.24,2,6,3.51,33,7266.68666666667,38.3236389543698,"Good",310,4
"High_spent_Large_value_payments",950.36,164.074821877911,2,1,135.173370971718,"No",667.420473817039,3,3,88640.24,2,6,3.51,33,7266.68666666667,25.9791728039615,"Good",311,4
"High_spent_Large_value_payments",950.36,98.4419512822379,2,1,135.173370971718,"No",733.053344412711,3,3,88640.24,2,6,3.51,33,7266.68666666667,30.8707991107954,"Good",312,4
"Low_spent_Small_value_payments",179.22,243.735437392094,8,14,124.39208242092,"Yes",378.540480186985,6,3,54392.16,3,4,5.54,35,4766.68,25.6492460672434,"Standard",322,10
"Low_spent_Small_value_payments",179.22,142.751864119427,10,14,124.39208242092,"Yes",459.524053459653,6,3,54392.16,3,4,5.54,35,4766.68,29.4087752761225,"Standard",323,10
"Low_spent_Small_value_payments",179.22,33.3495685893445,11,14,124.39208242092,"NM",558.926348989735,6,3,54392.16,3,4,5.54,35,4766.68,31.2589284691292,"Standard",324,15
"Low_spent_Small_value_payments",179.22,494.842227705666,7,14,124.39208242092,"Yes",147.433689873413,6,3,54392.16,3,4,5.54,35,4766.68,27.192587405326,"Standard",325,10
"Low_spent_Small_value_payments",179.22,233.118445415227,8,14,124.39208242092,"Yes",409.157472163852,6,3,54392.16,3,4,5.54,35,4766.68,34.5953244561201,"Standard",326,10
"Low_spent_Small_value_payments",179.22,635.146560505418,8,14,124.39208242092,"Yes",7.12935707366194,6,3,54392.16,3,4,5.54,35,4766.68,23.1950254047926,"Standard",327,10
"Low_spent_Small_value_payments",179.22,158.112403467214,8,14,124.39208242092,"Yes",464.163514111866,6,7,54392.16,3,4,5.54,35,4766.68,35.1125319912978,"Standard",328,10
"Low_spent_Small_value_payments",179.22,495.117897882116,8,14,124.39208242092,"Yes",147.158019696964,6,7,54392.16,3,4,5.54,35,4766.68,32.8788050668308,"Standard",329,10
"Low_spent_Large_value_payments",2602.69,13.0662099194443,9,32,36.5481971713872,"Yes",272.298467909168,6,6,8701.545,7,5,8.86,39,519.12875,24.5231638539182,"Poor",107,23
"Low_spent_Large_value_payments",2602.69,34.715163935651,9,32,36.5481971713872,"Yes",250.649513892962,6,6,8701.545,7,5,8.86,39,519.12875,39.9025175970918,"Poor",108,23
"Low_spent_Large_value_payments",2602.69,45.6509755447516,9,32,36.5481971713872,"NM",239.713702283861,6,6,8701.545,7,5,8.86,39,519.12875,36.4759138632728,"Poor",109,23
"Low_spent_Large_value_payments",2602.69,20.3901838769571,7,32,36.5481971713872,"Yes",284.974493951656,6,6,8701.545,7,5,8.86,39,519.12875,32.0974922786535,"Poor",110,22
"Low_spent_Large_value_payments",2602.69,50.4869521987123,9,32,36.5481971713872,"Yes",254.877725629901,6,6,8701.545,7,5,8.86,39,519.12875,37.1693744918164,"Poor",111,22
"Low_spent_Large_value_payments",2602.69,52.9316134071341,6,32,36.5481971713872,"Yes",242.433064421479,6,6,8701.545,7,5,8.86,39,519.12875,28.5700314079964,"Poor",112,23
"Low_spent_Large_value_payments",2602.69,30.4718062992719,9,32,36.5481971713872,"Yes",264.892871529341,6,9,8701.545,7,5,8.86,39,519.12875,38.4654154054341,"Poor",112,21
"Low_spent_Large_value_payments",2602.69,34.715163935651,9,32,36.5481971713872,"NM",264.772051131651,6,9,8701.545,7,5,8.86,39,519.12875,28.8155370590106,"Poor",114,23
"Low_spent_Small_value_payments",758.44,53.1045991126121,14,14,101.328637363851,"NM",337.152263523537,8,5,25546.26,5,7,7.83,37,2415.855,37.418209168836,"Standard",218,16
"Low_spent_Small_value_payments",758.44,300.323231680691,13,14,101.328637363851,"Yes",129.933630955458,8,5,25546.26,5,7,7.83,37,2415.855,29.7113755409295,"Standard",219,16
"Low_spent_Small_value_payments",758.44,91.2165867618934,10,14,101.328637363851,"Yes",319.040275874255,8,5,25546.26,5,7,7.83,37,2415.855,25.4136167423509,"Standard",220,16
"Low_spent_Small_value_payments",758.44,83.7147504914459,10,14,101.328637363851,"Yes",306.542112144703,8,5,25546.26,5,7,7.83,37,2415.855,35.9462782189006,"Standard",221,16
"Low_spent_Small_value_payments",758.44,311.999347466557,13,14,101.328637363851,"Yes",118.257515169592,8,5,25546.26,5,7,7.83,37,2415.855,28.2774200145778,"Standard",222,16
"Low_spent_Small_value_payments",758.44,61.7307484719951,10,14,101.328637363851,"Yes",338.526114164154,8,5,25546.26,5,7,7.83,37,2415.855,34.5865994895952,"Standard",222,16
"Low_spent_Small_value_payments",758.44,130.30039377019,14,14,101.328637363851,"Yes",299.956468865959,8,5,25546.26,5,7,7.83,37,2415.855,30.0990672419117,"Standard",224,16
"Low_spent_Small_value_payments",758.44,189.815861333477,13,14,101.328637363851,"Yes",230.441001302672,8,5,25546.26,5,7,7.83,37,2415.855,39.3334878982252,"Standard",225,15
"High_spent_Small_value_payments",818.22,81.9988350571014,14,7,45.1412982246358,"Yes",447.074700051596,6,0,31993.78,2,6,6.28,30,2942.14833333333,25.3695967923919,"Standard",202,8
"High_spent_Small_value_payments",818.22,104.557236190827,14,7,45.1412982246358,"Yes",157.869803512345,6,0,31993.78,2,6,6.28,30,2942.14833333333,37.9585694100033,"Standard",203,12
"High_spent_Small_value_payments",818.22,264.257088503398,14,7,45.1412982246358,"Yes",274.8164466053,6,1,31993.78,2,6,6.28,30,2942.14833333333,27.3801090458005,"Standard",204,8
"High_spent_Small_value_payments",818.22,152.452325882316,14,7,45.1412982246358,"Yes",376.621209226381,6,1,31993.78,2,6,6.28,30,2942.14833333333,34.1582621187679,"Standard",205,8
"High_spent_Small_value_payments",818.22,43.4704086668912,14,7,45.1412982246358,"Yes",455.603126441806,6,1,31993.78,2,6,6.28,30,2942.14833333333,30.7880388037098,"Standard",206,8
"High_spent_Small_value_payments",818.22,112.723887432096,14,7,45.1412982246358,"Yes",396.349647676601,6,1,31993.78,2,6,6.28,30,2942.14833333333,34.2809687194353,"Standard",207,8
"High_spent_Small_value_payments",818.22,104.557236190827,16,7,45.1412982246358,"Yes",404.516298917871,6,1,31993.78,2,6,6.28,30,2942.14833333333,29.5034542664478,"Standard",208,8
"High_spent_Small_value_payments",818.22,97.5882032448109,16,7,45.1412982246358,"Yes",421.485331863887,6,1,31993.78,2,6,6.28,30,2942.14833333333,36.0127937724721,"Standard",209,8
"High_spent_Large_value_payments",1296.64,154.634123139509,11,16,0,"Yes",854.524876860491,6,0,92047.08,0,7,9.13,20,7591.59,37.1156149430929,"Standard",350,16
"High_spent_Large_value_payments",1296.64,710.495380672987,11,16,0,"Yes",328.663619327013,6,4,92047.08,0,7,9.13,20,7591.59,39.4677583712114,"Standard",351,16
"High_spent_Large_value_payments",1296.64,175.4456226583,11,16,0,"Yes",823.7133773417,6,4,92047.08,0,7,9.13,20,7591.59,27.7927883637141,"Standard",352,18
"High_spent_Large_value_payments",1296.64,120.907553766222,11,16,0,"Yes",878.251446233778,6,4,92047.08,0,7,9.13,20,7591.59,42.9446816817405,"Poor",352,16
"High_spent_Large_value_payments",1296.64,78.7193454942629,8,16,0,"NM",920.439654505737,6,4,92047.08,0,7,9.13,20,7591.59,34.3576502428514,"Poor",354,16
"High_spent_Large_value_payments",1296.64,266.585027214218,13,16,0,"Yes",782.573972785782,6,4,92047.08,0,7,9.13,20,7591.59,28.776937743888,"Poor",354,16
"High_spent_Large_value_payments",1296.64,59.2855702286386,10,16,0,"Yes",939.873429771361,6,4,92047.08,0,7,9.13,20,7591.59,40.7585216373314,"Poor",356,16
"High_spent_Large_value_payments",1296.64,268.084603299292,11,16,0,"Yes",761.074396700709,6,4,92047.08,0,7,9.13,20,7591.59,27.7276467817755,"Poor",357,16
"Low_spent_Small_value_payments",1283.37,254.861615088969,12,17,103.037560355366,"Yes",211.939324555665,6,8,32284.62,6,7,9.22,46,2898.385,28.9408925885454,"Standard",77,11
"Low_spent_Small_value_payments",1283.37,103.21030741657,12,17,103.037560355366,"Yes",353.590632228064,6,8,32284.62,6,7,9.22,46,2898.385,27.8613101931136,"Standard",78,11
"Low_spent_Small_value_payments",1283.37,35.7935684141596,12,17,103.037560355366,"Yes",391.007371230474,6,8,32284.62,6,7,9.22,46,2898.385,27.881697044756,"Standard",79,10
"Low_spent_Small_value_payments",1283.37,280.218253759221,12,17,103.037560355366,"Yes",196.582685885413,6,8,32284.62,6,7,9.22,46,2898.385,38.3945582220134,"Standard",80,11
"Low_spent_Small_value_payments",1283.37,154.01974921803,12,17,103.037560355366,"Yes",292.781190426604,6,10,32284.62,6,7,9.22,46,2898.385,33.2397844348936,"Standard",81,15
"Low_spent_Small_value_payments",1283.37,272.273549912376,12,17,103.037560355366,"Yes",204.527389732258,6,10,32284.62,6,7,9.22,46,2898.385,26.8744674135439,"Standard",82,11
"Low_spent_Small_value_payments",1283.37,254.861615088969,12,17,103.037560355366,"Yes",85.9020949260236,6,10,32284.62,6,7,9.22,46,2898.385,24.2055332022764,"Standard",83,7
"Low_spent_Small_value_payments",1283.37,359.771832285299,12,17,103.037560355366,"Yes",117.029107359335,6,10,32284.62,6,7,9.22,46,2898.385,27.9301237106252,"Standard",84,13
"High_spent_Medium_value_payments",107.41,451.246519369588,8,12,629.815653146422,"Yes",646.681980630412,6,1,97791.42,0,6,17.92,26,7449.46934685358,25.7155788431153,"Standard",326,18
"High_spent_Medium_value_payments",107.41,322.720319705667,8,12,629.815653146422,"Yes",755.208180294333,6,1,97791.42,0,6,17.92,26,7449.46934685358,28.7112025170529,"Standard",327,18
"High_spent_Medium_value_payments",107.41,176.264225774855,7,12,629.815653146422,"Yes",881.664274225144,6,1,97791.42,0,6,17.92,26,7449.46934685358,34.922872332206,"Standard",328,18
"High_spent_Medium_value_payments",107.41,499.245019981758,8,12,629.815653146422,"Yes",588.683480018242,6,1,97791.42,0,6,17.92,26,7449.46934685358,26.5136314924892,"Good",329,19
"High_spent_Medium_value_payments",107.41,77.6092283398407,8,12,629.815653146422,"Yes",970.319271660159,6,1,97791.42,0,6,17.92,26,7449.46934685358,38.6491143069131,"Good",330,18
"High_spent_Medium_value_payments",107.41,108.303938619973,8,12,629.815653146422,"Yes",939.624561380027,6,1,97791.42,0,6,17.92,26,7449.46934685358,44.6768885939621,"Good",331,16
